"","Date","Plot","Species","Circumference_cm","Circumference_cm2","Circumference_cm3","Circumference_cm4","Tree_Height_1","Tree_Height_2","Tree_Height_3","CrBH_1","CrBH_2","CrBH_3","ForTyp"
"2809","8/15/2023",102,"PIPO","78","",NA,NA,20.8,20.4,"20.8","5.2","5.4","5.4","ponderosa pine"
"2810","8/15/2023",102,"PIPO","112","",NA,NA,20.8,19.4,"20.8","","","","ponderosa pine"
"2811","8/15/2023",102,"PIPO","127","",NA,NA,17.8,17.6,"17.8","5.6","5.6","5.4","ponderosa pine"
"2812","8/15/2023",102,"PIPO","62","",NA,NA,12,12,"11.8","3.8","4","4","ponderosa pine"
"2813","8/15/2023",102,"PIPO","68","",NA,NA,12.2,12.2,"11.6","2.6","3","3","ponderosa pine"
"2814","8/15/2023",102,"PIPO","56","",NA,NA,11.6,11.8,"11.6","6.8","6.8","6.8","ponderosa pine"
"2815","8/15/2023",102,"PIPO","50","",NA,NA,9.6,9.2,"8.8","5.4","5.6","5.4","ponderosa pine"
"2816","8/15/2023",102,"PIPO","112","",NA,NA,20,20,"19.6","13.4","12.8","12.8","ponderosa pine"
"2817","8/15/2023",102,"PIPO","95","",NA,NA,10.2,11,"11.8","","","","ponderosa pine"
"2818","8/15/2023",102,"PIPO","121","",NA,NA,19,20,"19.8","6","6","6","ponderosa pine"
"2819","8/15/2023",102,"PIPO","110","",NA,NA,22,21.8,"22","11","11.4","11.4","ponderosa pine"
"2820","8/15/2023",102,"PIPO","164","",NA,NA,22.6,22.6,"23","9","8.8","9","ponderosa pine"
"2821","8/15/2023",102,"PIPO","117","",NA,NA,16.2,16.6,"17","8.8","9","9.2","ponderosa pine"
"2822","8/15/2023",102,"PIPO","73","",NA,NA,11.2,10.8,"11","5","4.8","5","ponderosa pine"
"2823","8/15/2023",102,"PIPO","89","",NA,NA,19,18.6,"19","12.6","12.6","12.4","ponderosa pine"
"2824","8/15/2023",102,"PIPO","93","",NA,NA,17.8,17.8,"17.6","5.2","5.2","5.2","ponderosa pine"
"2825","8/15/2023",102,"PIPO","45","",NA,NA,7,7.2,"7.2","2.8","2.8","2.8","ponderosa pine"
"2826","8/15/2023",102,"PIPO","48","",NA,NA,7.8,8.2,"8.4","2.4","2.8","2.6","ponderosa pine"
"2827","8/16/2023",103,"PIPO","83","",NA,NA,17.2,17.2,"17.4","9.4","9.8","9.8","ponderosa pine"
"2828","8/16/2023",103,"PIPO","71","",NA,NA,16.6,16.6,"16.6","9.6","9.4","9","ponderosa pine"
"2829","8/16/2023",103,"PIPO","51","",NA,NA,12.8,13,"13","8.4","8.4","8.2","ponderosa pine"
"2830","8/16/2023",103,"PIPO","60","",NA,NA,15.6,15.6,"15.8","10.4","11.2","11.2","ponderosa pine"
"2831","8/16/2023",103,"PIPO","28","",NA,NA,6.6,6.8,"6.4","","","","ponderosa pine"
"2832","8/16/2023",103,"PIPO","80","",NA,NA,18.8,18.8,"19","9.8","10","10","ponderosa pine"
"2833","8/16/2023",103,"PIPO","66","",NA,NA,13.6,13.4,"13.4","6","5.8","5.6","ponderosa pine"
"2834","8/16/2023",103,"PIPO","76","",NA,NA,14.6,14.4,"15","8.2","8.4","8.6","ponderosa pine"
"2835","8/16/2023",103,"PIPO","84","",NA,NA,17.8,18,"18.6","8","8","8","ponderosa pine"
"2836","8/16/2023",103,"PIPO","61","",NA,NA,12.8,13,"13.4","8.4","8.8","9","ponderosa pine"
"2837","8/16/2023",103,"PIPO","101","",NA,NA,19,18.2,"18.8","10.2","10.8","10.6","ponderosa pine"
"2838","8/16/2023",103,"PIPO","71","",NA,NA,16.8,16.6,"16.8","9.2","9.8","9.2","ponderosa pine"
"2839","8/16/2023",103,"PIPO","65","",NA,NA,15,15.2,"15.4","6.8","6.8","6.8","ponderosa pine"
"2840","8/16/2023",103,"PIPO","62","",NA,NA,15.6,15.6,"16.2","8.6","8.4","8.6","ponderosa pine"
"2841","8/16/2023",103,"PIPO","80","",NA,NA,16.8,17.2,"17.4","8.4","8.6","8.2","ponderosa pine"
"2842","8/16/2023",103,"PIPO","110","",NA,NA,19.2,19.4,"19.8","9.8","9.6","9.6","ponderosa pine"
"2843","8/16/2023",103,"PIPO","54","",NA,NA,14,14,"13.8","7.2","7.4","7.2","ponderosa pine"
"2844","8/16/2023",103,"PIPO","75","",NA,NA,15.8,15.6,"16","4.6","4.4","4.4","ponderosa pine"
"2845","8/16/2023",103,"PIPO","93","",NA,NA,17,17.4,"17.6","6.2","6","5.6","ponderosa pine"
"2846","8/16/2023",103,"PIPO","53","",NA,NA,14.2,14.4,"14.4","9.4","10.2","9.8","ponderosa pine"
"2847","8/16/2023",103,"PIPO","49","",NA,NA,11.8,12.4,"11.6","7.6","7.6","7.6","ponderosa pine"
"2848","8/16/2023",103,"PIPO","107","",NA,NA,19.2,19.6,"19.8","9.8","9.8","10","ponderosa pine"
"2849","8/16/2023",103,"PIPO","39","",NA,NA,8.8,8.8,"8.6","3","3.4","3.4","ponderosa pine"
"2850","8/16/2023",103,"PIPO","84","",NA,NA,16,16.2,"16","9.2","9.6","9.4","ponderosa pine"
"2851","8/16/2023",103,"PIPO","60","",NA,NA,15,15.4,"15","7.4","7.6","7.4","ponderosa pine"
"2852","8/16/2023",103,"PIPO","160","",NA,NA,22.6,23.4,"23.2","6.4","6.6","6.4","ponderosa pine"
"2853","8/16/2023",103,"PSME","101","",NA,NA,17,17.6,"17.4","4.8","4.6","4.4","ponderosa pine"
"2854","8/16/2023",103,"PIPO","28","",NA,NA,6.6,6.6,"6.2","3.2","3","3.2","ponderosa pine"
"2855","8/16/2023",103,"PIPO","46","",NA,NA,10.2,10.6,"10.4","4.8","4.8","4.4","ponderosa pine"
"2856","8/16/2023",103,"JUSC2","34","",NA,NA,8.4,8.6,"8.8","4.2","4.2","4.2","ponderosa pine"
"2857","8/16/2023",103,"PIPO","70","",NA,NA,13.6,13.8,"13.6","5.2","5.2","5.2","ponderosa pine"
"2858","8/16/2023",103,"PIPO","48","",NA,NA,13.8,13.8,"14","7.2","7.4","7.4","ponderosa pine"
"2859","8/16/2023",103,"PIPO","83","",NA,NA,16.8,17.2,"16.8","6.6","6.6","6.8","ponderosa pine"
"2860","8/16/2023",103,"PIPO","75","",NA,NA,14.8,14.8,"15.2","7.4","7.2","7","ponderosa pine"
"2861","8/16/2023",103,"PIPO","65","",NA,NA,16.2,16.6,"17","10.4","10.2","10.6","ponderosa pine"
"2862","8/16/2023",103,"PIPO","90","",NA,NA,18.8,19.2,"18.8","9","9.2","9.6","ponderosa pine"
"2863","8/16/2023",103,"PIPO","46","",NA,NA,9,9.4,"9.4","","","","ponderosa pine"
"2864","8/16/2023",103,"PIPO","36","",NA,NA,8,7.8,"8","2.45","","","ponderosa pine"
"2865","8/16/2023",104,"PIPO","36","",NA,NA,7.8,8,"7.8","4.2","4.4","4.2","ponderosa pine"
"2866","8/16/2023",104,"PIPO","116","",NA,NA,17,16.8,"16.8","7.6","7.6","7.6","ponderosa pine"
"2867","8/16/2023",104,"PIPO","69","",NA,NA,12.6,12.2,"12.8","6.2","6.4","6","ponderosa pine"
"2868","8/16/2023",104,"PIPO","79","",NA,NA,14.2,14.4,"14.4","7.2","7.4","7.4","ponderosa pine"
"2869","8/16/2023",104,"PIPO","52","",NA,NA,11.6,11.4,"11.4","5.6","5.6","5.6","ponderosa pine"
"2870","8/16/2023",104,"PIPO","50","",NA,NA,10,10.2,"10.6","4.4","4.2","4","ponderosa pine"
"2871","8/16/2023",104,"PIPO","59","",NA,NA,13.4,13.6,"13.8","4.4","4.8","4.4","ponderosa pine"
"2872","8/16/2023",104,"PIPO","47","",NA,NA,10.8,11,"11","6","5.8","5.6","ponderosa pine"
"2873","8/16/2023",104,"PIPO","66","",NA,NA,12.4,12.6,"12.6","3","3","2.4","ponderosa pine"
"2874","8/16/2023",104,"PIPO","66","",NA,NA,10.6,10.2,"11.2","3.8","3.8","3.6","ponderosa pine"
"2875","8/16/2023",104,"PIPO","49","",NA,NA,10.2,10.2,"10","4.8","4.8","4.6","ponderosa pine"
"2876","8/16/2023",104,"PIPO","62","",NA,NA,11.8,11.6,"11.4","8.2","8.4","8.8","ponderosa pine"
"2877","8/16/2023",104,"PIPO","84","",NA,NA,13.4,13.8,"13.8","4.8","5","4.8","ponderosa pine"
"2878","8/16/2023",104,"PIPO","52","",NA,NA,10.4,10.2,"10.2","4.2","4.2","4.2","ponderosa pine"
"2879","8/16/2023",104,"PIPO","72","",NA,NA,11.2,11.2,"11.2","5","5","4.8","ponderosa pine"
"2880","8/16/2023",104,"PIPO","60","",NA,NA,11.8,11.8,"12","7.4","7.8","7.6","ponderosa pine"
"2881","8/16/2023",104,"PIPO","60","",NA,NA,12.8,12.6,"12.4","6.6","6.4","6.4","ponderosa pine"
"2882","8/16/2023",104,"PIPO","57","",NA,NA,10.4,10.4,"10","6","6.2","6.4","ponderosa pine"
"2883","8/16/2023",104,"PIPO","61","",NA,NA,11,11.4,"11","1.82","","","ponderosa pine"
"2884","8/16/2023",104,"PIPO","39","",NA,NA,9.2,9.2,"9.2","2.4","2.4","2.4","ponderosa pine"
"2885","8/16/2023",104,"PIPO","57","",NA,NA,11.6,12,"12","5.2","5.2","4.8","ponderosa pine"
"2886","8/16/2023",104,"PIPO","77","",NA,NA,14.2,14.2,"14.4","7.2","7.2","7","ponderosa pine"
"2887","8/16/2023",104,"PIPO","67","",NA,NA,12.2,12,"12.2","6.6","6.4","6.6","ponderosa pine"
"2888","8/16/2023",104,"PIPO","64","",NA,NA,9.6,10,"9.6","2.6","3","3.2","ponderosa pine"
"2889","8/16/2023",104,"PIPO","67","",NA,NA,14,14,"13.8","8.4","8.4","8.6","ponderosa pine"
"2890","8/16/2023",104,"PIPO","83","",NA,NA,13.6,13.6,"13.2","7.4","7.2","7.2","ponderosa pine"
"2891","8/16/2023",104,"PIPO","88","",NA,NA,15.8,15.8,"16","6.8","6.8","6.8","ponderosa pine"
"2892","8/16/2023",104,"PIPO","89","",NA,NA,16.4,16.4,"16.6","10.4","10.2","10.4","ponderosa pine"
"2893","8/16/2023",104,"PIPO","48","",NA,NA,12.2,11.4,"11.8","8","8","7.8","ponderosa pine"
"2894","8/16/2023",104,"PIPO","78","",NA,NA,13.8,14,"14","8","8.4","8.2","ponderosa pine"
"2895","8/16/2023",104,"PIPO","74","",NA,NA,12.6,12.8,"12.8","6.2","6.6","6.2","ponderosa pine"
"2896","8/16/2023",104,"PIPO","85","",NA,NA,14.8,14,"15.2","6.2","6","6","ponderosa pine"
"2897","8/16/2023",104,"PIPO","102","",NA,NA,14.6,14.6,"14.4","10.8","10.6","10.4","ponderosa pine"
"2898","8/16/2023",104,"PIPO","79","",NA,NA,15.4,15.4,"15.4","6.2","6.2","6","ponderosa pine"
"2899","8/16/2023",104,"PIPO","30","",NA,NA,6.6,6.8,"6.2","2.8","3","3","ponderosa pine"
"2900","8/16/2023",104,"PIPO","55","",NA,NA,9.8,10,"10.2","5.4","5","5","ponderosa pine"
"2901","8/16/2023",104,"PIPO","63","",NA,NA,11.4,11.2,"11.2","7","7","6.8","ponderosa pine"
"2902","8/16/2023",105,"PIPO","104","",NA,NA,14,14,"14","1.73","","","ponderosa pine"
"2903","8/16/2023",105,"PIPO","47","",NA,NA,12,12.2,"11.8","3.4","3.4","3.2","ponderosa pine"
"2904","8/16/2023",105,"PIPO","55","",NA,NA,10.2,10.4,"10","4.4","4.6","4.6","ponderosa pine"
"2905","8/16/2023",105,"PIPO","58","",NA,NA,12.2,12.2,"12.2","1.41","","","ponderosa pine"
"2906","8/16/2023",105,"PIPO","85","",NA,NA,13.8,13.6,"13.8","3.6","3.6","3.4","ponderosa pine"
"2907","8/16/2023",105,"PIPO","75","",NA,NA,15.6,15.6,"15.2","8.6","8.6","8.6","ponderosa pine"
"2908","8/16/2023",105,"PIPO","83","",NA,NA,14.2,14.8,"14.4","6.8","6.4","6.4","ponderosa pine"
"2909","8/16/2023",105,"PIPO","66","",NA,NA,12.2,12.2,"12.6","5.8","5.6","5.8","ponderosa pine"
"2910","8/16/2023",105,"PIPO","59","",NA,NA,9.8,9.8,"10.2","1.91","","","ponderosa pine"
"2911","8/16/2023",105,"PIPO","103","",NA,NA,12.6,13.2,"13.4","7.2","7","7","ponderosa pine"
"2912","8/16/2023",105,"PIPO","86","",NA,NA,12.8,13,"13.2","3.8","4","3.6","ponderosa pine"
"2913","8/16/2023",105,"PIPO","76","",NA,NA,13.8,13.6,"14.2","3.8","3.8","3.8","ponderosa pine"
"2914","8/16/2023",105,"PIPO","85","",NA,NA,13.4,13.8,"13.8","2.28","","","ponderosa pine"
"2915","8/16/2023",105,"PIPO","93","",NA,NA,13.8,14,"14.2","2.6","","","ponderosa pine"
"2916","8/16/2023",105,"PIPO","75","",NA,NA,12.8,12.6,"13","2.32","","","ponderosa pine"
"2917","8/16/2023",105,"PIPO","72","",NA,NA,10.2,10.4,"10.8","1.1","","","ponderosa pine"
"2918","8/16/2023",105,"PIPO","54","",NA,NA,10.2,10,"10.2","1.9","","","ponderosa pine"
"2919","8/16/2023",105,"PIPO","66","",NA,NA,12.8,13,"12","5","5.4","5.2","ponderosa pine"
"2920","8/16/2023",105,"PIPO","72","",NA,NA,14.4,14,"14.8","3.6","3.6","3.6","ponderosa pine"
"2921","8/16/2023",105,"PIPO","63","",NA,NA,13.6,13,"13.6","4.4","4.4","4.2","ponderosa pine"
"2922","8/16/2023",105,"PIPO","44","",NA,NA,6.8,7,"7","2.6","","","ponderosa pine"
"2923","8/16/2023",105,"PIPO","69","",NA,NA,10.8,11,"11.2","2.55","","","ponderosa pine"
"2924","8/16/2023",105,"PIPO","53","",NA,NA,9.8,9.8,"10","2.6","2.4","2.8","ponderosa pine"
"2925","8/16/2023",105,"PIPO","36","",NA,NA,6,6.2,"6.2","1.91","","","ponderosa pine"
"2926","8/16/2023",105,"PIPO","51","",NA,NA,8,8.4,"8.6","4.2","4.2","4","ponderosa pine"
"2927","8/16/2023",106,"PIPO","47","",NA,NA,10,10.6,"10.8","5.2","5.6","5.4","ponderosa pine"
"2928","8/16/2023",106,"PIPO","65","",NA,NA,13,13.2,"12.8","9.6","9.4","9.6","ponderosa pine"
"2929","8/16/2023",106,"PIPO","66","",NA,NA,13.2,13.2,"13.4","8.6","8.6","8.6","ponderosa pine"
"2930","8/16/2023",106,"PIPO","68","",NA,NA,13.6,13.6,"14","4.8","4.8","4.8","ponderosa pine"
"2931","8/16/2023",106,"PIPO","54","",NA,NA,9,9.2,"9.4","3","3.2","3.2","ponderosa pine"
"2932","8/16/2023",106,"PIPO","39","",NA,NA,4.4,4.4,"4.2","","","","ponderosa pine"
"2933","8/16/2023",106,"PIPO","46","",NA,NA,7.8,7.6,"7.4","","","","ponderosa pine"
"2934","8/16/2023",106,"PIPO","58","",NA,NA,12.2,12.2,"12","4","4.2","4.2","ponderosa pine"
"2935","8/16/2023",106,"PIPO","62","",NA,NA,14,14,"14.2","5","4.8","5","ponderosa pine"
"2936","8/16/2023",106,"PIPO","101","",NA,NA,17,17.2,"17.2","10.8","10.8","10.4","ponderosa pine"
"2937","8/16/2023",106,"PIPO","39","",NA,NA,8.2,8.4,"8.2","2.8","2.6","2.6","ponderosa pine"
"2938","8/16/2023",106,"PIPO","53","",NA,NA,8.4,8.4,"8.4","3","3.2","3.4","ponderosa pine"
"2939","8/16/2023",106,"PIPO","59","",NA,NA,12.4,12.4,"12.2","4","4.4","4.2","ponderosa pine"
"2940","8/16/2023",106,"PIPO","14","",NA,NA,2.3,NA,"","0.96","","","ponderosa pine"
"2941","8/16/2023",106,"PIPO","96","",NA,NA,15.8,16,"16","6","6.4","6.2","ponderosa pine"
"2942","8/16/2023",106,"PIPO","125","",NA,NA,17.4,17.4,"17.8","8.4","8.6","8.2","ponderosa pine"
"2943","8/16/2023",106,"PIPO","59","",NA,NA,10.6,10.8,"10.8","6.2","5.8","6","ponderosa pine"
"2944","8/16/2023",106,"PIPO","59","",NA,NA,11.8,11.6,"11.8","5.6","5.4","5.2","ponderosa pine"
"2945","8/16/2023",106,"PIPO","17","",NA,NA,2.8,2.8,"2.6","1.11","","","ponderosa pine"
"2946","8/16/2023",106,"PIPO","81","",NA,NA,15,14.4,"14.4","6.2","6.4","6.4","ponderosa pine"
"2947","8/16/2023",106,"PIPO","76","",NA,NA,15,15.8,"15.8","5.8","6","5.8","ponderosa pine"
"2948","8/16/2023",106,"PIPO","55","",NA,NA,12,12,"12","5.6","5.8","5.6","ponderosa pine"
"2949","8/16/2023",106,"PIPO","34","",NA,NA,7.6,7.4,"7.2","2.8","3","2.8","ponderosa pine"
"2950","8/16/2023",106,"JUSC2","36","",NA,NA,4.2,4.2,"4.4","2","","","ponderosa pine"
"2951","8/16/2023",106,"PIPO","69","",NA,NA,14.4,14.6,"14.8","8.6","8.4","8","ponderosa pine"
"2952","8/16/2023",106,"PIPO","102","",NA,NA,15.8,15.6,"15.6","7.4","7.2","7.4","ponderosa pine"
"2953","8/16/2023",106,"PIPO","33","",NA,NA,7,6.8,"6.6","3.4","3.6","3.6","ponderosa pine"
"2954","8/16/2023",106,"PIPO","161","",NA,NA,18.8,18.8,"18.6","7.6","8.4","8.2","ponderosa pine"
"2955","8/16/2023",106,"PIPO","48","",NA,NA,9.4,9.4,"9.6","4.4","4.4","4","ponderosa pine"
"2956","8/16/2023",106,"PIPO","74","",NA,NA,14.4,14.4,"14.4","6","6","5.8","ponderosa pine"
"2957","8/16/2023",106,"PIPO","57","",NA,NA,12.2,12.6,"12","5.6","5.4","5.4","ponderosa pine"
"2958","8/16/2023",106,"PIPO","53","",NA,NA,12.6,13,"13.2","3.8","3.6","3.6","ponderosa pine"
"2959","8/16/2023",106,"PIPO","63","",NA,NA,13.4,13.2,"13.2","8.4","8.4","7.8","ponderosa pine"
"2960","8/16/2023",106,"PIPO","68","",NA,NA,11.8,11.6,"11.8","8.2","8","8","ponderosa pine"
"2961","8/16/2023",106,"PIPO","58","",NA,NA,13.8,13.6,"13.8","8.8","8.6","8.6","ponderosa pine"
"2962","8/16/2023",106,"PIPO","82","",NA,NA,15,14.6,"14.8","8.6","8.8","8.8","ponderosa pine"
"2963","8/16/2023",106,"JUSC2","18","",NA,NA,3.8,3.8,"3.6","","","","ponderosa pine"
"2964","8/16/2023",106,"PIPO","52","",NA,NA,11.8,11.4,"11.4","4.6","4.6","4.6","ponderosa pine"
"2965","8/16/2023",106,"PIPO","44","",NA,NA,10.6,10.8,"10.6","7","6.6","6.6","ponderosa pine"
"2966","8/16/2023",106,"PIPO","76","",NA,NA,14.6,14.4,"14","7.6","7.6","7.4","ponderosa pine"
"2967","8/16/2023",106,"PIPO","86","",NA,NA,14.2,14.4,"14.4","8","8","7.6","ponderosa pine"
"2968","8/16/2023",107,"PIPO","135","",NA,NA,23.4,23.6,"23.4","11","11","11.4","ponderosa pine"
"2969","8/16/2023",107,"JUSC2","20","",NA,NA,3.6,3.4,"3.4","0.72","","","ponderosa pine"
"2970","8/16/2023",107,"PIPO","115","",NA,NA,27.8,27.8,"27","15.4","15","14.6","ponderosa pine"
"2971","8/16/2023",107,"PIPO","117","",NA,NA,23.6,23.8,"23.8","10.8","10.8","10.2","ponderosa pine"
"2972","8/16/2023",107,"PIPO","126","",NA,NA,22.4,23.2,"22.4","11.8","11.8","12","ponderosa pine"
"2973","8/16/2023",107,"PIPO","108","",NA,NA,19.8,20.6,"20.6","10.4","10.4","10.8","ponderosa pine"
"2974","8/16/2023",107,"PIPO","109","",NA,NA,21.2,21.2,"21.8","12.2","12.4","12.2","ponderosa pine"
"2975","8/16/2023",107,"PIPO","136","",NA,NA,23.8,23.8,"24","14","14","13.8","ponderosa pine"
"2976","8/16/2023",107,"PIPO","81","",NA,NA,17.4,18.2,"18","6.4","6.6","6.6","ponderosa pine"
"2977","8/16/2023",107,"PIPO","118","",NA,NA,21.6,21,"20.6","10.2","10.4","10.4","ponderosa pine"
"2978","8/16/2023",107,"PIPO","88","",NA,NA,18,18.2,"18.6","10","10","9.6","ponderosa pine"
"2979","8/16/2023",107,"PIPO","58","",NA,NA,15.4,15.6,"15.4","7.6","7.8","8","ponderosa pine"
"2980","8/16/2023",107,"PIPO","102","",NA,NA,21.6,21.8,"21.6","10.4","10.2","10.2","ponderosa pine"
"2981","8/16/2023",107,"PIPO","101","",NA,NA,21.4,21.1,"21.8","10.8","11","11","ponderosa pine"
"2982","8/16/2023",107,"JUSC2","13","19",35,NA,4.4,4.6,"4.4","0.01","","","ponderosa pine"
"2983","8/16/2023",107,"PIPO","63","",NA,NA,18.4,18.2,"18.6","9.8","10","9.8","ponderosa pine"
"2984","8/16/2023",107,"PIPO","118","",NA,NA,21.8,22,"22.2","13.4","13.2","13.4","ponderosa pine"
"2985","8/16/2023",107,"PIPO","63","",NA,NA,18.6,19,"18.4","7","7.6","7.2","ponderosa pine"
"2986","8/16/2023",107,"PIPO","88","",NA,NA,19.2,19.6,"19","8.6","8.4","8.6","ponderosa pine"
"2987","8/16/2023",108,"PIPO","72","",NA,NA,13.2,13.2,"12.8","4.4","4.4","4.2","ponderosa pine"
"2988","8/16/2023",108,"PIPO","42","",NA,NA,9.4,9.4,"9.4","2.6","2.6","2.8","ponderosa pine"
"2989","8/16/2023",108,"PIPO","86","",NA,NA,15.2,15.2,"15.2","5.8","5.6","5.8","ponderosa pine"
"2990","8/16/2023",108,"PIPO","88","",NA,NA,11.6,12,"11.6","3.8","3.4","3.6","ponderosa pine"
"2991","8/16/2023",108,"PIPO","150","",NA,NA,15.8,15.6,"15.6","","","","ponderosa pine"
"2992","8/16/2023",108,"PIPO","85","",NA,NA,16,15.8,"15.8","2.17","","","ponderosa pine"
"2993","8/16/2023",108,"PIPO","109","",NA,NA,15.4,15,"15","4.6","4.4","4.4","ponderosa pine"
"2994","8/16/2023",108,"PIPO","65","",NA,NA,12.6,12.6,"12.6","5.8","5.8","5.8","ponderosa pine"
"2995","8/16/2023",108,"PIPO","61","",NA,NA,11.6,11.6,"11.6","4.2","4.2","4","ponderosa pine"
"2996","8/16/2023",108,"PIPO","88","",NA,NA,13,13.2,"12.8","3","3","3","ponderosa pine"
"2997","8/16/2023",108,"PIPO","113","",NA,NA,13.2,12.6,"12.8","1.6","","","ponderosa pine"
"2998","8/16/2023",108,"PIPO","67","",NA,NA,9.4,9.4,"9.8","2.8","2.6","2.8","ponderosa pine"
"2999","8/16/2023",108,"PIPO","75","",NA,NA,14.2,14.2,"14.4","5.2","5.2","5.2","ponderosa pine"
"3000","8/16/2023",108,"PIPO","69","",NA,NA,12.6,12.4,"12.8","4.4","4.8","5","ponderosa pine"
"3001","8/16/2023",108,"PIPO","52","",NA,NA,8.2,8.2,"8.2","1.64","","","ponderosa pine"
"3002","8/16/2023",108,"PIPO","89","",NA,NA,15,15.2,"15","4.2","4.2","4.4","ponderosa pine"
"3003","8/16/2023",108,"PIPO","79","",NA,NA,13.2,13.8,"14","1.95","","","ponderosa pine"
"3004","8/16/2023",108,"PIPO","72","",NA,NA,13.2,13.2,"12.8","4.4","4.4","4.2","ponderosa pine"
"3005","8/16/2023",108,"PIPO","42","",NA,NA,9.4,9.4,"9.4","2.6","2.6","2.8","ponderosa pine"
"3006","8/16/2023",108,"PIPO","86","",NA,NA,15.2,15.2,"15.2","5.8","5.6","5.8","ponderosa pine"
"3007","8/16/2023",108,"PIPO","88","",NA,NA,11.6,12,"11.6","3.8","3.4","3.6","ponderosa pine"
"3008","8/16/2023",108,"PIPO","150","",NA,NA,15.8,15.6,"15.6","","","","ponderosa pine"
"3009","8/16/2023",108,"PIPO","85","",NA,NA,16,15.8,"15.8","2.17","","","ponderosa pine"
"3010","8/16/2023",108,"PIPO","109","",NA,NA,15.4,15,"15","4.6","4.4","4.4","ponderosa pine"
"3011","8/16/2023",108,"PIPO","65","",NA,NA,12.6,12.6,"12.6","5.8","5.8","5.8","ponderosa pine"
"3012","8/16/2023",108,"PIPO","61","",NA,NA,11.6,11.6,"11.6","4.2","4.2","4","ponderosa pine"
"3013","8/16/2023",108,"PIPO","88","",NA,NA,13,13.2,"12.8","3","3","3","ponderosa pine"
"3014","8/16/2023",108,"PIPO","113","",NA,NA,13.2,12.6,"12.8","1.6","","","ponderosa pine"
"3015","8/16/2023",108,"PIPO","67","",NA,NA,9.4,9.4,"9.8","2.8","2.6","2.8","ponderosa pine"
"3016","8/16/2023",108,"PIPO","75","",NA,NA,14.2,14.2,"14.4","5.2","5.2","5.2","ponderosa pine"
"3017","8/16/2023",108,"PIPO","69","",NA,NA,12.6,12.4,"12.8","4.4","4.8","5","ponderosa pine"
"3018","8/16/2023",108,"PIPO","52","",NA,NA,8.2,8.2,"8.2","1.64","","","ponderosa pine"
"3019","8/16/2023",108,"PIPO","89","",NA,NA,15,15.2,"15","4.2","4.2","4.4","ponderosa pine"
"3020","8/16/2023",108,"PIPO","79","",NA,NA,13.2,13.8,"14","1.95","","","ponderosa pine"
"3021","8/17/2023",109,"PIPO","156","",NA,NA,20,19.8,"20","5.2","5.4","5.4","ponderosa pine"
"3022","8/17/2023",109,"PIPO","49","",NA,NA,6,6.2,"6.2","1.18","","","ponderosa pine"
"3023","8/17/2023",109,"PIPO","43","",NA,NA,8.6,8.6,"8.8","1.6","","","ponderosa pine"
"3024","8/17/2023",109,"PIPO","41","",NA,NA,7.4,7.2,"7.4","0.86","","","ponderosa pine"
"3025","8/17/2023",109,"PIPO","38","",NA,NA,7.2,7.8,"7.4","0.75","","","ponderosa pine"
"3026","8/17/2023",109,"PIPO","138","",NA,NA,25.4,25.6,"25","3.2","3","3.2","ponderosa pine"
"3027","8/17/2023",109,"PIPO","94","",NA,NA,19.2,18.8,"19.4","5.8","6","5.4","ponderosa pine"
"3028","8/17/2023",109,"PIPO","100","",NA,NA,11.2,11,"11.4","1.62","","","ponderosa pine"
"3029","8/17/2023",109,"PIPO","88","",NA,NA,17,17.6,"17.4","10","10","9.6","ponderosa pine"
"3030","8/17/2023",109,"PIPO","105","",NA,NA,19.6,19.4,"19.4","6","5.8","5.8","ponderosa pine"
"3031","8/17/2023",109,"PIPO","120","",NA,NA,17,16.8,"17.4","2.6","2.6","2.6","ponderosa pine"
"3032","8/17/2023",109,"PIPO","177","",NA,NA,20.4,19.6,"20.4","1.85","","","ponderosa pine"
"3033","8/17/2023",109,"PIPO","128","",NA,NA,21.4,21,"21.2","9","9","9","ponderosa pine"
"3034","8/17/2023",109,"PIPO","68","",NA,NA,11.2,11.2,"11.6","7.4","7.4","7.4","ponderosa pine"
"3035","8/17/2023",109,"PIPO","138","",NA,NA,20.2,19.6,"19.8","1.8","","","ponderosa pine"
"3036","8/17/2023",109,"PIPO","137","",NA,NA,19.6,20.2,"20.2","3.8","3.8","3.6","ponderosa pine"
"3037","8/17/2023",109,"PIPO","16","",NA,NA,1.98,NA,"","0.05","","","ponderosa pine"
"3038","8/17/2023",109,"PIPO","102","",NA,NA,15.6,15.6,"15.6","1.43","","","ponderosa pine"
"3039","8/17/2023",109,"PIPO","83","",NA,NA,12.6,13,"13","2.35","","","ponderosa pine"
"3040","8/17/2023",109,"PIPO","99","",NA,NA,18,18,"18","5.6","5.6","5.4","ponderosa pine"
"3041","8/17/2023",109,"PIPO","80","",NA,NA,11,11.4,"11.2","3","3.2","3.2","ponderosa pine"
"3042","8/17/2023",109,"PIPO","76","",NA,NA,15.8,16,"16.2","5.4","5.4","5.2","ponderosa pine"
"3043","8/17/2023",109,"PIPO","13","",NA,NA,2.93,NA,"","0.26","","","ponderosa pine"
"3044","8/17/2023",109,"PIPO","76","",NA,NA,11.8,11.8,"12","1.79","","","ponderosa pine"
"3045","8/17/2023",109,"PIPO","156","",NA,NA,20,19.8,"20","5.2","5.4","5.4","ponderosa pine"
